Number,Steps,Cache Method,Time (ms),Cache Hit Rate (%)
8371,39,MRU,0.08,20.85%
5637,85,MRU,0.08,20.84%
10468,86,MRU,0.08,20.84%
3775,87,MRU,0.08,20.84%
3605,56,MRU,0.08,20.83%
9703,135,MRU,0.00,20.85%
5016,134,MRU,0.00,20.86%
5390,28,MRU,0.08,20.86%
1390,127,MRU,0.08,20.85%
4885,41,MRU,0.08,20.85%
12903,125,MRU,0.00,20.86%
6885,57,MRU,0.08,20.86%
75,14,MRU,0.00,20.87%
9004,39,MRU,0.00,20.89%
4603,121,MRU,0.08,20.88%
4378,33,MRU,0.00,20.89%
7362,132,MRU,0.08,20.89%
958,54,MRU,0.00,20.90%
2682,71,MRU,0.08,20.90%
812,41,MRU,0.08,20.90%
9157,109,MRU,0.08,20.89%
9845,73,MRU,0.08,20.89%
2263,37,MRU,0.00,20.90%
6410,62,MRU,0.00,20.92%
5816,49,MRU,0.08,20.91%
8361,114,MRU,0.08,20.91%
8192,13,MRU,0.08,20.91%
4119,38,MRU,0.00,20.92%
3684,131,MRU,0.00,20.93%
11132,117,MRU,0.08,20.93%
10635,55,MRU,0.00,20.94%
4673,59,MRU,0.00,20.95%
6984,150,MRU,0.08,20.95%
2,1,MRU,0.00,20.96%
8729,140,MRU,0.00,20.98%
9027,184,MRU,0.00,20.99%
9429,122,MRU,0.08,20.98%
3410,136,MRU,0.08,20.98%
4823,165,MRU,0.08,20.98%
5112,134,MRU,0.00,20.99%
4405,95,MRU,0.08,20.99%
8950,140,MRU,0.08,20.98%
5625,160,MRU,0.00,21.00%
9960,91,MRU,0.08,20.99%
6039,67,MRU,0.08,20.99%
4874,134,MRU,0.00,21.00%
3270,43,MRU,0.00,21.02%
2890,48,MRU,0.08,21.01%
10535,192,MRU,0.00,21.02%
9939,73,MRU,0.00,21.04%
9410,60,MRU,0.00,21.05%
2592,27,MRU,0.08,21.05%
2283,58,MRU,0.08,21.04%
5032,41,MRU,0.00,21.06%
2110,169,MRU,0.08,21.05%
11627,174,MRU,0.08,21.05%
6195,186,MRU,0.00,21.06%
558,43,MRU,0.08,21.06%
12802,125,MRU,0.00,21.07%
9489,153,MRU,0.08,21.07%
11734,81,MRU,0.08,21.06%
270,42,MRU,0.00,21.08%
5711,129,MRU,0.08,21.07%
5960,93,MRU,0.08,21.07%
3735,38,MRU,0.08,21.07%
7211,119,MRU,0.00,21.08%
12992,45,MRU,0.08,21.08%
4255,201,MRU,0.08,21.07%
9098,21,MRU,0.00,21.09%
7456,88,MRU,0.08,21.08%
9485,153,MRU,0.08,21.08%
11951,94,MRU,0.08,21.08%
11111,55,MRU,0.08,21.07%
9134,60,MRU,0.08,21.07%
11965,50,MRU,0.00,21.08%
1605,21,MRU,0.08,21.08%
1665,179,MRU,0.08,21.07%
3110,35,MRU,0.00,21.09%
3706,131,MRU,0.08,21.08%
5349,46,MRU,0.00,21.10%
2395,32,MRU,0.08,21.09%
10634,55,MRU,0.08,21.09%
11158,42,MRU,0.08,21.09%
5941,49,MRU,0.00,21.10%
8164,65,MRU,0.08,21.10%
1197,119,MRU,0.08,21.09%
6621,44,MRU,0.00,21.10%
11965,50,MRU,0.00,21.12%
2157,50,MRU,0.00,21.13%
12190,63,MRU,0.00,21.14%
5142,54,MRU,0.08,21.14%
8587,127,MRU,0.00,21.15%
8455,202,MRU,0.08,21.15%
4675,59,MRU,0.00,21.16%
11239,60,MRU,0.08,21.16%
4685,59,MRU,0.08,21.15%
4637,59,MRU,0.00,21.17%
1759,148,MRU,0.00,21.18%
2520,40,MRU,0.08,21.18%
5275,103,MRU,0.00,21.19%
5773,49,MRU,0.00,21.20%
5202,178,MRU,0.09,21.20%
12903,125,MRU,0.00,21.21%
2713,159,MRU,0.00,21.22%
7038,80,MRU,0.00,21.24%
10042,91,MRU,0.08,21.23%
3534,149,MRU,0.08,21.23%
7584,39,MRU,0.00,21.24%
9139,34,MRU,0.08,21.24%
5328,116,MRU,0.08,21.23%
5979,54,MRU,0.08,21.23%
1845,37,MRU,0.08,21.23%
4940,134,MRU,0.00,21.24%
12179,63,MRU,0.00,21.25%
615,69,MRU,0.08,21.25%
12176,37,MRU,0.08,21.25%
2979,48,MRU,0.00,21.26%
3861,25,MRU,0.08,21.25%
1658,91,MRU,0.00,21.27%
8792,34,MRU,0.08,21.26%
6864,106,MRU,0.00,21.28%
588,118,MRU,0.08,21.27%
3453,43,MRU,0.08,21.27%
11874,143,MRU,0.08,21.27%
2323,182,MRU,0.00,21.28%
9819,73,MRU,0.08,21.28%
6390,75,MRU,0.00,21.29%
10407,109,MRU,0.08,21.28%
7415,132,MRU,0.08,21.28%
7708,52,MRU,0.08,21.28%
4165,126,MRU,0.00,21.29%
3822,30,MRU,0.08,21.29%
6777,88,MRU,0.00,21.30%
2965,48,MRU,0.08,21.30%
3064,48,MRU,0.08,21.29%
1642,29,MRU,0.00,21.31%
3961,51,MRU,0.08,21.30%
7507,163,MRU,0.00,21.31%
6626,93,MRU,0.08,21.31%
9000,47,MRU,0.00,21.32%
1666,29,MRU,0.08,21.32%
6735,88,MRU,0.08,21.32%
10796,68,MRU,0.08,21.31%
2402,58,MRU,0.00,21.33%
11589,143,MRU,0.08,21.32%
6415,49,MRU,0.08,21.32%
518,123,MRU,0.00,21.33%
11749,55,MRU,0.00,21.34%
11608,143,MRU,0.08,21.34%
4710,33,MRU,0.08,21.34%
6263,111,MRU,0.08,21.33%
2866,27,MRU,0.08,21.33%
2950,141,MRU,0.08,21.33%
1931,143,MRU,0.08,21.32%
12212,156,MRU,0.08,21.32%
915,129,MRU,0.00,21.33%
7274,18,MRU,0.00,21.35%
9883,166,MRU,0.00,21.36%
1141,106,MRU,0.08,21.35%
10257,55,MRU,0.00,21.37%
12733,63,MRU,0.00,21.38%
5167,178,MRU,0.08,21.38%
4873,121,MRU,0.00,21.39%
2057,112,MRU,0.08,21.38%
12656,81,MRU,0.08,21.38%
2145,76,MRU,0.08,21.38%
11334,130,MRU,0.00,21.39%
5465,160,MRU,0.00,21.40%
8590,78,MRU,0.00,21.42%
1629,42,MRU,0.00,21.43%
5839,217,MRU,0.08,21.42%
7801,145,MRU,0.08,21.42%
4339,77,MRU,0.08,21.42%
3285,30,MRU,0.00,21.43%
10009,166,MRU,0.00,21.44%
10653,86,MRU,0.08,21.44%
9916,47,MRU,0.00,21.45%
6223,36,MRU,0.00,21.46%
5987,49,MRU,0.08,21.46%
8556,78,MRU,0.00,21.47%
9188,60,MRU,0.08,21.47%
12783,200,MRU,0.00,21.48%
219,52,MRU,0.08,21.48%
9055,39,MRU,0.08,21.47%
7046,106,MRU,0.00,21.49%
5860,36,MRU,0.08,21.48%
11127,117,MRU,0.08,21.48%
4013,43,MRU,0.00,21.49%
2039,63,MRU,0.00,21.50%
4794,121,MRU,0.08,21.50%
7662,176,MRU,0.00,21.51%
6757,36,MRU,0.00,21.53%
12250,63,MRU,0.08,21.52%
6169,111,MRU,0.08,21.52%
5636,85,MRU,0.08,21.52%
7893,52,MRU,0.08,21.51%
1835,130,MRU,0.08,21.51%
7027,57,MRU,0.08,21.51%
1081,137,MRU,0.08,21.50%
11149,37,MRU,0.08,21.50%
10099,86,MRU,0.00,21.51%
4119,38,MRU,0.00,21.52%
2488,89,MRU,0.08,21.52%
2665,53,MRU,0.08,21.52%
11593,187,MRU,0.08,21.51%
1849,68,MRU,0.00,21.53%
6209,155,MRU,0.08,21.52%
5266,41,MRU,0.08,21.52%
4921,72,MRU,0.08,21.52%
10576,117,MRU,0.08,21.51%
4070,157,MRU,0.08,21.51%
2253,45,MRU,0.08,21.51%
7648,57,MRU,0.08,21.50%
11104,130,MRU,0.00,21.51%
6503,62,MRU,0.08,21.51%
7326,70,MRU,0.00,21.52%
10057,117,MRU,0.00,21.54%
6563,75,MRU,0.08,21.53%
604,17,MRU,0.00,21.54%
4803,165,MRU,0.00,21.56%
7858,101,MRU,0.00,21.57%
7328,39,MRU,0.08,21.57%
976,23,MRU,0.00,21.58%
9325,109,MRU,0.00,21.59%
2402,58,MRU,0.00,21.60%
5182,54,MRU,0.08,21.60%
1270,31,MRU,0.08,21.60%
5309,54,MRU,0.08,21.59%
2743,115,MRU,0.00,21.60%
7938,145,MRU,0.08,21.60%
8446,158,MRU,0.08,21.60%
7609,31,MRU,0.08,21.59%
791,77,MRU,0.08,21.59%
9769,104,MRU,0.00,21.60%
2640,115,MRU,0.08,21.60%
6439,168,MRU,0.00,21.61%
4548,20,MRU,0.00,21.62%
3776,38,MRU,0.00,21.64%
7751,176,MRU,0.00,21.65%
3914,51,MRU,0.00,21.66%
334,68,MRU,0.00,21.67%
537,22,MRU,0.00,21.69%
594,74,MRU,0.00,21.70%
9346,60,MRU,0.08,21.69%
6216,36,MRU,0.00,21.71%
4996,178,MRU,0.08,21.70%
10884,68,MRU,0.00,21.72%
9646,166,MRU,0.08,21.71%
4715,103,MRU,0.00,21.72%
2049,156,MRU,0.09,21.72%
12485,63,MRU,0.00,21.73%
2040,50,MRU,0.09,21.73%
10369,86,MRU,0.00,21.74%
1641,73,MRU,0.08,21.74%
9279,91,MRU,0.00,21.75%
443,53,MRU,0.08,21.75%
5338,147,MRU,0.00,21.76%
10190,73,MRU,0.08,21.76%
5633,59,MRU,0.08,21.75%
718,51,MRU,0.08,21.75%
12462,63,MRU,0.08,21.75%
26,10,MRU,0.08,21.74%
8613,78,MRU,0.00,21.75%
433,27,MRU,0.08,21.75%
12438,125,MRU,0.00,21.76%
12604,63,MRU,0.00,21.78%
9609,73,MRU,0.00,21.79%
8532,34,MRU,0.08,21.78%
8529,78,MRU,0.00,21.80%
9331,135,MRU,0.08,21.79%
10764,117,MRU,0.08,21.79%
149,23,MRU,0.00,21.80%
8052,70,MRU,0.00,21.81%
5061,41,MRU,0.08,21.81%
3014,22,MRU,0.00,21.82%
2669,146,MRU,0.08,21.82%
7493,88,MRU,0.08,21.82%
9841,42,MRU,0.08,21.81%
3048,110,MRU,0.08,21.81%
2146,24,MRU,0.08,21.81%
6850,57,MRU,0.08,21.80%
10272,29,MRU,0.08,21.80%
11373,174,MRU,0.08,21.80%
6376,124,MRU,0.00,21.81%
3862,144,MRU,0.08,21.80%
9327,91,MRU,0.00,21.82%
5613,129,MRU,0.00,21.83%
7416,119,MRU,0.08,21.83%
5474,41,MRU,0.00,21.84%
4384,95,MRU,0.08,21.83%
6973,181,MRU,0.08,21.83%
12947,125,MRU,0.00,21.84%
1451,140,MRU,0.08,21.84%
7672,132,MRU,0.08,21.84%
393,58,MRU,0.08,21.83%
750,46,MRU,0.08,21.83%
8031,44,MRU,0.08,21.83%
4604,59,MRU,0.00,21.84%
1351,158,MRU,0.08,21.83%
177,31,MRU,0.00,21.85%
12064,68,MRU,0.00,21.86%
6750,137,MRU,0.00,21.87%
7326,70,MRU,0.00,21.88%
519,61,MRU,0.08,21.88%
10639,55,MRU,0.00,21.89%
5407,67,MRU,0.08,21.89%
7260,57,MRU,0.00,21.90%
7623,70,MRU,0.00,21.91%
1496,47,MRU,0.08,21.91%
930,36,MRU,0.08,21.91%
7340,132,MRU,0.08,21.90%
356,32,MRU,0.08,21.90%
1403,127,MRU,0.08,21.90%
4195,64,MRU,0.08,21.89%
9694,166,MRU,0.08,21.89%
12140,156,MRU,0.08,21.89%
10256,55,MRU,0.08,21.88%
1020,49,MRU,0.00,21.89%
12262,156,MRU,0.08,21.89%
7843,52,MRU,0.08,21.89%
1692,34,MRU,0.08,21.88%
4542,64,MRU,0.00,21.90%
1184,26,MRU,0.08,21.89%
10141,86,MRU,0.00,21.90%
11896,99,MRU,0.00,21.92%
10434,148,MRU,0.00,21.93%
5796,142,MRU,0.08,21.92%
555,30,MRU,0.08,21.92%
8519,158,MRU,0.00,21.93%
11240,86,MRU,0.00,21.95%
3031,141,MRU,0.08,21.94%
7084,57,MRU,0.08,21.94%
3504,56,MRU,0.08,21.94%
9735,47,MRU,0.00,21.95%
3759,87,MRU,0.08,21.94%
1490,91,MRU,0.08,21.94%
2602,27,MRU,0.08,21.94%
9785,197,MRU,0.08,21.93%
6016,111,MRU,0.00,21.95%
12769,156,MRU,0.00,21.96%
6327,54,MRU,0.08,21.95%
10623,99,MRU,0.08,21.95%
10258,148,MRU,0.08,21.95%
12110,94,MRU,0.08,21.94%
7122,49,MRU,0.08,21.94%
2395,32,MRU,0.00,21.95%
3102,154,MRU,0.08,21.95%
6952,31,MRU,0.08,21.95%
9666,73,MRU,0.00,21.96%
9877,135,MRU,0.08,21.95%
9509,52,MRU,0.08,21.95%
10981,42,MRU,0.00,21.96%
11002,42,MRU,0.08,21.96%
2958,97,MRU,0.08,21.96%
917,36,MRU,0.00,21.97%
8152,65,MRU,0.00,21.98%
12586,63,MRU,0.08,21.98%
3583,100,MRU,0.08,21.97%
7755,52,MRU,0.00,21.99%
12228,112,MRU,0.00,22.00%
7251,70,MRU,0.08,21.99%
2260,19,MRU,0.08,21.99%
4171,126,MRU,0.08,21.99%
3727,69,MRU,0.08,21.98%
2947,97,MRU,0.08,21.98%
10325,104,MRU,0.00,21.99%
5845,98,MRU,0.00,22.00%
5360,72,MRU,0.08,22.00%
2162,138,MRU,0.00,22.01%
10635,55,MRU,0.00,22.03%
11724,37,MRU,0.00,22.04%
8475,109,MRU,0.08,22.03%
7038,80,MRU,0.00,22.05%
7074,31,MRU,0.08,22.04%
10346,104,MRU,0.08,22.04%
10759,192,MRU,0.08,22.04%
10759,192,MRU,0.00,22.05%
8339,158,MRU,0.08,22.04%
12175,156,MRU,0.00,22.06%
10552,148,MRU,0.08,22.05%
7533,88,MRU,0.08,22.05%
196,26,MRU,0.00,22.06%
8566,127,MRU,0.08,22.06%
7993,83,MRU,0.00,22.07%
11498,55,MRU,0.08,22.07%
7622,39,MRU,0.08,22.06%
7925,101,MRU,0.00,22.07%
5047,134,MRU,0.00,22.09%
10,6,MRU,0.08,22.08%
6411,49,MRU,0.08,22.08%
1562,122,MRU,0.08,22.08%
7115,57,MRU,0.08,22.07%
1427,26,MRU,0.00,22.09%
7192,119,MRU,0.00,22.10%
12712,32,MRU,0.08,22.09%
1996,50,MRU,0.00,22.11%
2571,53,MRU,0.09,22.10%
8977,47,MRU,0.08,22.10%
4427,95,MRU,0.08,22.10%
7268,70,MRU,0.09,22.09%
3809,175,MRU,0.08,22.09%
4011,188,MRU,0.08,22.09%
9082,65,MRU,0.00,22.10%
1053,80,MRU,0.08,22.09%
5270,54,MRU,0.08,22.09%
4924,72,MRU,0.00,22.10%
12446,37,MRU,0.08,22.10%
3889,38,MRU,0.00,22.11%
10664,117,MRU,0.00,22.12%
2679,27,MRU,0.08,22.12%
3004,141,MRU,0.08,22.12%
11289,205,MRU,0.08,22.11%
8216,39,MRU,0.00,22.12%
12561,37,MRU,0.00,22.14%
2307,151,MRU,0.08,22.13%
10570,104,MRU,0.00,22.14%
9183,171,MRU,0.08,22.14%
7549,39,MRU,0.08,22.14%
7707,70,MRU,0.08,22.13%
6608,93,MRU,0.08,22.13%
11289,205,MRU,0.00,22.14%
12286,156,MRU,0.00,22.15%
6488,137,MRU,0.08,22.15%
1374,39,MRU,0.08,22.15%
10036,135,MRU,0.00,22.16%
8143,158,MRU,0.08,22.16%
4270,64,MRU,0.00,22.17%
6190,36,MRU,0.00,22.18%
6270,62,MRU,0.08,22.18%
4970,90,MRU,0.08,22.17%
3570,30,MRU,0.08,22.17%
4148,126,MRU,0.00,22.18%
10847,68,MRU,0.08,22.18%
8148,52,MRU,0.08,22.18%
6380,75,MRU,0.08,22.17%
9805,135,MRU,0.08,22.17%
9704,47,MRU,0.08,22.17%
7431,70,MRU,0.00,22.18%
12046,42,MRU,0.08,22.17%
12462,63,MRU,0.00,22.19%
1636,42,MRU,0.08,22.18%
10619,99,MRU,0.08,22.18%
11491,37,MRU,0.00,22.19%
12500,125,MRU,0.00,22.20%
5060,41,MRU,0.00,22.21%
3154,92,MRU,0.08,22.21%
12111,94,MRU,0.08,22.21%
8180,65,MRU,0.08,22.20%
2107,156,MRU,0.08,22.20%
11223,161,MRU,0.00,22.21%
2365,58,MRU,0.08,22.21%
4442,33,MRU,0.00,22.22%
6314,31,MRU,0.00,22.23%
7469,39,MRU,0.00,22.24%
11669,37,MRU,0.08,22.24%
3092,123,MRU,0.00,22.25%
8595,26,MRU,0.08,22.25%
68,14,MRU,0.00,22.26%
800,28,MRU,0.00,22.27%
10869,68,MRU,0.11,22.27%
9854,210,MRU,0.00,22.28%
2679,27,MRU,0.00,22.29%
2288,107,MRU,0.08,22.29%
3240,30,MRU,0.08,22.29%
7677,132,MRU,0.08,22.28%
559,87,MRU,0.08,22.28%
628,38,MRU,0.08,22.28%
4284,170,MRU,0.00,22.29%
1634,42,MRU,0.00,22.30%
2938,48,MRU,0.00,22.31%
9001,140,MRU,0.08,22.31%
2356,120,MRU,0.00,22.32%
3011,40,MRU,0.08,22.32%
4207,108,MRU,0.08,22.31%
1857,37,MRU,0.08,22.31%
3545,56,MRU,0.00,22.32%
1147,57,MRU,0.08,22.32%
10802,161,MRU,0.00,22.33%
7812,39,MRU,0.08,22.33%
10079,135,MRU,0.08,22.32%
12004,42,MRU,0.08,22.32%
7172,119,MRU,0.08,22.32%
2643,102,MRU,0.08,22.31%
9645,166,MRU,0.00,22.32%
7917,145,MRU,0.08,22.32%
9938,73,MRU,0.00,22.33%
8265,140,MRU,0.08,22.33%
12630,63,MRU,0.00,22.34%
9772,47,MRU,0.08,22.34%
10006,179,MRU,0.08,22.33%
11083,68,MRU,0.08,22.33%
9956,42,MRU,0.00,22.34%
5526,41,MRU,0.08,22.34%
5386,67,MRU,0.08,22.34%
6014,155,MRU,0.00,22.35%
374,45,MRU,0.00,22.36%
2107,156,MRU,0.00,22.37%
3605,56,MRU,0.00,22.38%
8633,52,MRU,0.00,22.39%
4648,121,MRU,0.00,22.41%
11969,50,MRU,0.00,22.42%
6038,67,MRU,0.08,22.41%
2772,35,MRU,0.08,22.41%
3826,82,MRU,0.08,22.41%
11062,42,MRU,0.00,22.42%
11254,60,MRU,0.00,22.43%
9644,166,MRU,0.08,22.43%
7981,52,MRU,0.08,22.42%
7056,31,MRU,0.00,22.43%
7387,70,MRU,0.00,22.45%
11626,50,MRU,0.08,22.44%
9358,47,MRU,0.08,22.44%
8581,78,MRU,0.08,22.44%
7849,127,MRU,0.08,22.43%
1299,145,MRU,0.08,22.43%
990,98,MRU,0.08,22.43%
6324,80,MRU,0.08,22.42%
7381,39,MRU,0.08,22.42%
10654,86,MRU,0.00,22.43%
5717,36,MRU,0.08,22.43%
7803,145,MRU,0.00,22.44%
3628,56,MRU,0.00,22.45%
12780,76,MRU,0.08,22.45%
1389,127,MRU,0.00,22.46%
6833,57,MRU,0.08,22.46%
3798,69,MRU,0.00,22.47%
4365,46,MRU,0.00,22.48%
9926,42,MRU,0.08,22.48%
8021,114,MRU,0.00,22.49%
2402,58,MRU,0.00,22.50%
2969,141,MRU,0.00,22.51%
8477,83,MRU,0.08,22.51%
2386,102,MRU,0.08,22.50%
9095,140,MRU,0.00,22.52%
6616,44,MRU,0.08,22.51%
5334,46,MRU,0.08,22.51%
8208,39,MRU,0.08,22.51%
11561,68,MRU,0.08,22.50%
8973,47,MRU,0.00,22.51%
9235,109,MRU,0.08,22.51%
753,20,MRU,0.00,22.52%
2747,66,MRU,0.08,22.52%
3392,17,MRU,0.00,22.53%
10002,65,MRU,0.08,22.53%
6425,124,MRU,0.00,22.54%
1237,26,MRU,0.08,22.53%
2834,79,MRU,0.08,22.53%
1808,16,MRU,0.08,22.53%
4818,121,MRU,0.00,22.54%
10020,91,MRU,0.00,22.55%
5387,147,MRU,0.08,22.55%
6667,181,MRU,0.08,22.54%
1972,50,MRU,0.08,22.54%
4447,183,MRU,0.00,22.55%
9145,65,MRU,0.00,22.56%
11121,130,MRU,0.08,22.56%
12934,169,MRU,0.08,22.56%
71,102,MRU,0.08,22.55%
11571,81,MRU,0.00,22.57%
11522,174,MRU,0.08,22.56%
9481,153,MRU,0.08,22.56%
1142,31,MRU,0.08,22.56%
7969,52,MRU,0.08,22.55%
11249,86,MRU,0.08,22.55%
671,95,MRU,0.00,22.56%
6099,124,MRU,0.00,22.57%
12748,125,MRU,0.08,22.57%
5962,93,MRU,0.08,22.56%
4695,108,MRU,0.08,22.56%
1227,132,MRU,0.08,22.56%
9034,39,MRU,0.08,22.55%
10033,42,MRU,0.00,22.57%
389,120,MRU,0.00,22.58%
4653,152,MRU,0.00,22.59%
3483,87,MRU,0.00,22.60%
8977,47,MRU,0.00,22.61%
3553,56,MRU,0.08,22.61%
1882,130,MRU,0.08,22.61%
4568,33,MRU,0.00,22.62%
9224,153,MRU,0.00,22.63%
8184,65,MRU,0.00,22.64%
2278,58,MRU,0.00,22.65%
7632,39,MRU,0.08,22.65%
10760,117,MRU,0.00,22.66%
10566,104,MRU,0.00,22.67%
3104,123,MRU,0.08,22.67%
3594,118,MRU,0.08,22.66%
2127,76,MRU,0.08,22.66%
12625,94,MRU,0.00,22.67%
3287,74,MRU,0.08,22.67%
247,47,MRU,0.00,22.68%
1450,21,MRU,0.00,22.69%
3089,35,MRU,0.08,22.69%
8841,140,MRU,0.00,22.70%
2609,53,MRU,0.08,22.70%
1501,47,MRU,0.00,22.71%
4831,121,MRU,0.00,22.72%
6527,75,MRU,0.08,22.72%
1765,29,MRU,0.08,22.71%
6784,18,MRU,0.08,22.71%
11149,37,MRU,0.00,22.72%
8483,109,MRU,0.08,22.72%
6435,75,MRU,0.00,22.73%
3603,162,MRU,0.00,22.74%
11514,130,MRU,0.08,22.74%
4666,33,MRU,0.08,22.73%
10074,86,MRU,0.09,22.73%
1056,31,MRU,0.08,22.73%
5075,134,MRU,0.08,22.72%
6605,137,MRU,0.08,22.72%
1132,62,MRU,0.00,22.73%
12179,63,MRU,0.00,22.74%
1080,44,MRU,0.00,22.75%
1717,104,MRU,0.00,22.77%
1143,31,MRU,0.08,22.76%
8632,52,MRU,0.00,22.77%
3696,131,MRU,0.08,22.77%
5612,129,MRU,0.08,22.77%
2074,125,MRU,0.08,22.76%
2743,115,MRU,0.00,22.77%
12861,169,MRU,0.08,22.77%
3274,43,MRU,0.00,22.78%
12748,125,MRU,0.00,22.79%
7046,106,MRU,0.00,22.81%
6146,111,MRU,0.08,22.80%
140,15,MRU,0.08,22.80%
10306,148,MRU,0.00,22.81%
11968,50,MRU,0.08,22.81%
4132,157,MRU,0.08,22.80%
997,49,MRU,0.08,22.80%
6624,93,MRU,0.00,22.81%
93,17,MRU,0.08,22.81%
4198,64,MRU,0.08,22.80%
1033,155,MRU,0.08,22.80%
3212,22,MRU,0.08,22.80%
9970,117,MRU,0.08,22.79%
10852,161,MRU,0.00,22.81%
2135,63,MRU,0.08,22.80%
8969,52,MRU,0.00,22.81%
3365,43,MRU,0.00,22.83%
6803,88,MRU,0.08,22.82%
1844,37,MRU,0.08,22.82%
11767,143,MRU,0.08,22.82%
9232,34,MRU,0.08,22.81%
2493,133,MRU,0.08,22.81%
12604,63,MRU,0.00,22.82%
5653,129,MRU,0.08,22.82%
12492,63,MRU,0.00,22.83%
4288,33,MRU,0.00,22.84%
7243,57,MRU,0.00,22.85%
10068,42,MRU,0.08,22.85%
10132,34,MRU,0.00,22.86%
7073,101,MRU,0.08,22.86%
2914,35,MRU,0.08,22.85%
12680,81,MRU,0.08,22.85%
1782,47,MRU,0.08,22.85%
8663,127,MRU,0.08,22.84%
4932,134,MRU,0.00,22.85%
3637,17,MRU,0.08,22.85%
11533,143,MRU,0.08,22.85%
9329,122,MRU,0.00,22.86%
11455,143,MRU,0.08,22.85%
1413,127,MRU,0.00,22.87%
3429,30,MRU,0.08,22.86%
11922,50,MRU,0.08,22.86%
10351,117,MRU,0.08,22.86%
2889,141,MRU,0.08,22.85%
4897,165,MRU,0.08,22.85%
9769,104,MRU,0.00,22.86%
11263,205,MRU,0.08,22.86%
12811,169,MRU,0.08,22.85%
614,38,MRU,0.00,22.86%
10019,91,MRU,0.08,22.86%
12362,63,MRU,0.08,22.86%
11111,55,MRU,0.00,22.87%
7851,83,MRU,0.00,22.88%
12104,68,MRU,0.08,22.88%
7041,57,MRU,0.08,22.87%
1357,52,MRU,0.08,22.87%
1507,21,MRU,0.00,22.88%
12755,81,MRU,0.08,22.88%
8706,140,MRU,0.00,22.89%
6746,44,MRU,0.08,22.89%
9044,21,MRU,0.08,22.88%
188,106,MRU,0.08,22.88%
11742,81,MRU,0.08,22.88%
4907,134,MRU,0.08,22.87%
10698,47,MRU,0.08,22.87%
12060,94,MRU,0.00,22.88%
3330,180,MRU,0.08,22.88%
7207,70,MRU,0.08,22.87%
1813,16,MRU,0.08,22.87%
6851,57,MRU,0.08,22.87%
12887,76,MRU,0.08,22.86%
3869,144,MRU,0.08,22.86%
6575,75,MRU,0.08,22.86%
1484,47,MRU,0.08,22.85%
10285,55,MRU,0.00,22.87%
3297,123,MRU,0.00,22.88%
8405,34,MRU,0.08,22.87%
4686,152,MRU,0.08,22.87%
10423,135,MRU,0.08,22.87%
2937,53,MRU,0.08,22.86%
2844,66,MRU,0.08,22.86%
12809,125,MRU,0.08,22.86%
8666,140,MRU,0.00,22.87%
11349,37,MRU,0.08,22.86%
11054,42,MRU,0.08,22.86%
400,27,MRU,0.08,22.86%
5019,64,MRU,0.00,22.87%
4783,77,MRU,0.08,22.87%
4942,134,MRU,0.08,22.86%
10075,91,MRU,0.08,22.86%
3717,131,MRU,0.00,22.87%
6598,31,MRU,0.00,22.88%
12003,50,MRU,0.08,22.88%
3833,56,MRU,0.08,22.87%
1902,29,MRU,0.08,22.87%
383,45,MRU,0.08,22.87%
10731,47,MRU,0.00,22.88%
6406,62,MRU,0.08,22.88%
3354,43,MRU,0.08,22.87%
12478,50,MRU,0.00,22.88%
4498,46,MRU,0.08,22.88%
9970,117,MRU,0.00,22.89%
291,117,MRU,0.00,22.90%
8947,96,MRU,0.08,22.90%
11753,55,MRU,0.00,22.91%
5244,103,MRU,0.00,22.92%
8408,96,MRU,0.08,22.92%
7301,44,MRU,0.08,22.92%
435,27,MRU,0.08,22.91%
9670,21,MRU,0.08,22.91%
679,64,MRU,0.08,22.91%
11483,81,MRU,0.08,22.90%
5408,54,MRU,0.08,22.90%
7254,57,MRU,0.08,22.90%
2645,115,MRU,0.08,22.89%
4670,90,MRU,0.00,22.90%
5727,80,MRU,0.08,22.90%
2121,107,MRU,0.00,22.91%
12593,63,MRU,0.08,22.91%
5114,134,MRU,0.00,22.92%
2955,141,MRU,0.08,22.92%
7964,52,MRU,0.08,22.91%
3493,149,MRU,0.08,22.91%
2407,71,MRU,0.00,22.92%
11476,37,MRU,0.00,22.93%
12891,169,MRU,0.08,22.93%
296,24,MRU,0.08,22.92%
6903,57,MRU,0.00,22.94%
1972,50,MRU,0.00,22.95%
6671,181,MRU,0.08,22.94%
8754,78,MRU,0.08,22.94%
8052,70,MRU,0.00,22.95%
9823,122,MRU,0.08,22.95%
1428,34,MRU,0.08,22.94%
5663,85,MRU,0.00,22.96%
7314,119,MRU,0.08,22.95%
6273,62,MRU,0.00,22.96%
8785,140,MRU,0.08,22.96%
1850,130,MRU,0.00,22.97%
6590,137,MRU,0.00,22.98%
1651,135,MRU,0.08,22.98%
8478,83,MRU,0.08,22.98%
2756,128,MRU,0.08,22.97%
1351,158,MRU,0.00,22.98%
2964,48,MRU,0.08,22.98%
8667,127,MRU,0.08,22.98%
9831,104,MRU,0.00,22.99%
3808,38,MRU,0.08,22.99%
6830,150,MRU,0.00,23.00%
2906,48,MRU,0.08,22.99%
4249,126,MRU,0.08,22.99%
2846,66,MRU,0.08,22.99%
6638,44,MRU,0.09,22.98%
922,36,MRU,0.00,22.99%
4638,59,MRU,0.00,23.01%
11848,37,MRU,0.08,23.00%
