Number,Steps,Cache Method,Time (ms),Cache Hit Rate (%)
5060,41,MRU,0.00,18.58%
9525,78,MRU,0.08,18.57%
11378,130,MRU,0.00,18.59%
4275,64,MRU,0.08,18.59%
3094,35,MRU,0.00,18.60%
415,133,MRU,0.08,18.60%
415,133,MRU,0.00,18.61%
1790,99,MRU,0.08,18.61%
5282,103,MRU,0.00,18.62%
1600,29,MRU,0.08,18.62%
9277,60,MRU,0.00,18.64%
6362,106,MRU,0.00,18.65%
9334,34,MRU,0.00,18.67%
9717,47,MRU,0.08,18.66%
12296,156,MRU,0.08,18.66%
9672,60,MRU,0.00,18.67%
3964,100,MRU,0.00,18.69%
11014,130,MRU,0.08,18.69%
11775,125,MRU,0.08,18.68%
7372,132,MRU,0.00,18.70%
8484,109,MRU,0.08,18.69%
9095,140,MRU,0.08,18.69%
4696,121,MRU,0.00,18.71%
9789,135,MRU,0.08,18.70%
5532,98,MRU,0.00,18.72%
9223,47,MRU,0.08,18.71%
8136,158,MRU,0.08,18.71%
12177,63,MRU,0.08,18.71%
1867,37,MRU,0.08,18.70%
11840,50,MRU,0.08,18.70%
4055,157,MRU,0.09,18.70%
6582,137,MRU,0.00,18.71%
4017,25,MRU,0.08,18.71%
8991,140,MRU,0.08,18.70%
208,13,MRU,0.08,18.70%
7228,119,MRU,0.00,18.72%
8174,158,MRU,0.08,18.71%
12999,50,MRU,0.00,18.73%
7132,49,MRU,0.08,18.72%
3274,43,MRU,0.08,18.72%
1274,57,MRU,0.08,18.72%
363,45,MRU,0.00,18.73%
5046,134,MRU,0.08,18.73%
4988,134,MRU,0.08,18.72%
2232,45,MRU,0.00,18.74%
3072,17,MRU,0.00,18.75%
12920,76,MRU,0.08,18.75%
11424,37,MRU,0.08,18.75%
10401,148,MRU,0.08,18.74%
6027,186,MRU,0.08,18.74%
4670,90,MRU,0.08,18.74%
6391,75,MRU,0.08,18.73%
12812,63,MRU,0.00,18.75%
9996,179,MRU,0.08,18.75%
2183,138,MRU,0.08,18.74%
11938,94,MRU,0.00,18.76%
10133,34,MRU,0.08,18.75%
8389,65,MRU,0.08,18.75%
2722,53,MRU,0.08,18.75%
4777,103,MRU,0.08,18.74%
11807,81,MRU,0.08,18.74%
4227,82,MRU,0.08,18.74%
9907,42,MRU,0.08,18.73%
2878,128,MRU,0.08,18.73%
10863,99,MRU,0.00,18.74%
6500,137,MRU,0.00,18.76%
12826,63,MRU,0.08,18.76%
5729,28,MRU,0.08,18.75%
7702,145,MRU,0.08,18.75%
8366,39,MRU,0.08,18.75%
1480,47,MRU,0.08,18.74%
6189,36,MRU,0.08,18.74%
10495,86,MRU,0.08,18.74%
12013,42,MRU,0.08,18.73%
11653,112,MRU,0.08,18.73%
287,42,MRU,0.00,18.74%
5011,90,MRU,0.08,18.74%
5368,98,MRU,0.08,18.74%
4119,38,MRU,0.08,18.73%
8468,34,MRU,0.00,18.75%
4231,38,MRU,0.00,18.76%
6081,62,MRU,0.00,18.78%
2197,94,MRU,0.08,18.77%
6386,36,MRU,0.08,18.77%
9677,60,MRU,0.00,18.79%
4373,33,MRU,0.08,18.78%
2978,48,MRU,0.00,18.80%
883,28,MRU,0.08,18.79%
11881,99,MRU,0.00,18.81%
4919,103,MRU,0.08,18.80%
9063,91,MRU,0.09,18.80%
1816,16,MRU,0.08,18.80%
5700,28,MRU,0.00,18.81%
10943,86,MRU,0.00,18.83%
9475,60,MRU,0.08,18.82%
6020,41,MRU,0.08,18.82%
9474,60,MRU,0.00,18.84%
2322,182,MRU,0.08,18.83%
12344,112,MRU,0.08,18.83%
22,15,MRU,0.00,18.84%
10267,148,MRU,0.08,18.84%
3914,51,MRU,0.00,18.85%
5311,98,MRU,0.08,18.85%
8021,114,MRU,0.08,18.85%
6054,67,MRU,0.00,18.86%
8442,171,MRU,0.08,18.86%
2948,141,MRU,0.08,18.86%
7794,145,MRU,0.00,18.87%
848,15,MRU,0.08,18.87%
4874,134,MRU,0.08,18.86%
827,41,MRU,0.08,18.86%
6537,106,MRU,0.08,18.86%
1122,44,MRU,0.08,18.85%
11440,29,MRU,0.08,18.85%
2327,151,MRU,0.08,18.85%
2160,45,MRU,0.08,18.84%
9854,210,MRU,0.08,18.84%
9473,60,MRU,0.08,18.84%
12650,81,MRU,0.08,18.83%
11081,68,MRU,0.08,18.83%
6370,31,MRU,0.08,18.83%
12879,169,MRU,0.08,18.82%
11664,37,MRU,0.08,18.82%
10513,29,MRU,0.08,18.82%
7333,44,MRU,0.00,18.83%
9106,153,MRU,0.00,18.85%
282,16,MRU,0.00,18.86%
7184,119,MRU,0.08,18.86%
3416,56,MRU,0.08,18.85%
6099,124,MRU,0.08,18.85%
7540,132,MRU,0.08,18.85%
5192,147,MRU,0.08,18.84%
3276,43,MRU,0.00,18.86%
6466,168,MRU,0.00,18.87%
2080,32,MRU,0.00,18.89%
7153,75,MRU,0.08,18.88%
4219,157,MRU,0.08,18.88%
10627,55,MRU,0.08,18.88%
2636,53,MRU,0.08,18.87%
413,89,MRU,0.00,18.89%
6872,150,MRU,0.08,18.88%
8830,171,MRU,0.00,18.90%
9642,21,MRU,0.00,18.91%
7946,96,MRU,0.00,18.93%
10995,99,MRU,0.08,18.92%
10136,34,MRU,0.00,18.94%
7968,52,MRU,0.09,18.94%
6274,36,MRU,0.08,18.93%
4138,126,MRU,0.08,18.93%
6823,119,MRU,0.00,18.94%
8027,189,MRU,0.00,18.96%
7637,39,MRU,0.08,18.95%
6258,111,MRU,0.08,18.95%
1775,86,MRU,0.00,18.97%
11018,161,MRU,0.08,18.96%
462,128,MRU,0.00,18.98%
1469,47,MRU,0.00,18.99%
3417,56,MRU,0.08,18.99%
10057,117,MRU,0.08,18.99%
8637,127,MRU,0.00,19.00%
11518,112,MRU,0.08,19.00%
2791,66,MRU,0.00,19.01%
2139,76,MRU,0.08,19.01%
4638,59,MRU,0.00,19.02%
7367,119,MRU,0.08,19.02%
3676,131,MRU,0.09,19.02%
5038,85,MRU,0.00,19.03%
3714,38,MRU,0.08,19.03%
6385,124,MRU,0.00,19.04%
3797,38,MRU,0.08,19.04%
12750,200,MRU,0.08,19.03%
3836,131,MRU,0.08,19.03%
315,37,MRU,0.08,19.03%
2228,45,MRU,0.08,19.02%
2859,79,MRU,0.00,19.04%
2678,27,MRU,0.08,19.03%
922,36,MRU,0.08,19.03%
2230,94,MRU,0.08,19.03%
1763,117,MRU,0.00,19.04%
8110,158,MRU,0.08,19.04%
5370,98,MRU,0.08,19.04%
1760,117,MRU,0.00,19.05%
3724,38,MRU,0.00,19.06%
2327,151,MRU,0.00,19.08%
6758,36,MRU,0.00,19.09%
5693,67,MRU,0.08,19.09%
5769,173,MRU,0.00,19.10%
12447,187,MRU,0.08,19.10%
11640,143,MRU,0.08,19.10%
7967,96,MRU,0.00,19.11%
11900,50,MRU,0.08,19.11%
5199,147,MRU,0.08,19.11%
6768,36,MRU,0.08,19.10%
11931,218,MRU,0.08,19.10%
9147,65,MRU,0.08,19.10%
10925,117,MRU,0.08,19.09%
5652,129,MRU,0.00,19.11%
10356,42,MRU,0.00,19.12%
8543,171,MRU,0.08,19.12%
4624,33,MRU,0.00,19.13%
10087,223,MRU,0.08,19.13%
8522,78,MRU,0.08,19.12%
9617,47,MRU,0.00,19.14%
6571,62,MRU,0.08,19.14%
3337,66,MRU,0.08,19.13%
10535,192,MRU,0.00,19.15%
7910,145,MRU,0.09,19.14%
8410,96,MRU,0.08,19.14%
5292,54,MRU,0.08,19.14%
1932,24,MRU,0.00,19.15%
3109,35,MRU,0.08,19.15%
3975,51,MRU,0.00,19.16%
11301,86,MRU,0.00,19.18%
11693,143,MRU,0.08,19.17%
12429,125,MRU,0.08,19.17%
7326,70,MRU,0.08,19.17%
12363,37,MRU,0.08,19.16%
10538,55,MRU,0.00,19.18%
1945,37,MRU,0.00,19.19%
2700,115,MRU,0.00,19.21%
1231,70,MRU,0.08,19.20%
5388,67,MRU,0.08,19.20%
10784,117,MRU,0.00,19.21%
4073,95,MRU,0.00,19.23%
11692,143,MRU,0.00,19.24%
9332,34,MRU,0.08,19.24%
6408,62,MRU,0.00,19.25%
9203,60,MRU,0.08,19.25%
6693,93,MRU,0.00,19.26%
5199,147,MRU,0.00,19.28%
968,98,MRU,0.08,19.28%
9433,34,MRU,0.08,19.27%
2722,53,MRU,0.00,19.29%
9283,60,MRU,0.08,19.28%
1501,47,MRU,0.08,19.28%
2803,97,MRU,0.08,19.28%
8050,70,MRU,0.08,19.27%
7256,57,MRU,0.08,19.27%
1743,179,MRU,0.08,19.27%
5044,41,MRU,0.00,19.28%
7589,70,MRU,0.08,19.28%
5655,111,MRU,0.08,19.27%
12946,125,MRU,0.08,19.27%
7713,83,MRU,0.08,19.27%
9490,52,MRU,0.00,19.28%
9569,78,MRU,0.08,19.28%
7838,83,MRU,0.00,19.29%
11591,86,MRU,0.00,19.31%
4757,77,MRU,0.00,19.32%
3680,38,MRU,0.08,19.32%
9250,34,MRU,0.00,19.33%
1240,88,MRU,0.08,19.33%
2611,53,MRU,0.08,19.32%
8052,70,MRU,0.08,19.32%
3716,131,MRU,0.08,19.32%
6282,124,MRU,0.08,19.31%
10513,29,MRU,0.00,19.33%
3896,144,MRU,0.00,19.34%
7946,96,MRU,0.00,19.36%
481,48,MRU,0.08,19.35%
11162,130,MRU,0.08,19.35%
11244,60,MRU,0.08,19.35%
6463,168,MRU,0.00,19.36%
11062,42,MRU,0.08,19.36%
5732,28,MRU,0.08,19.35%
11477,37,MRU,0.00,19.37%
7644,31,MRU,0.00,19.38%
9713,47,MRU,0.00,19.40%
3025,66,MRU,0.08,19.39%
9457,60,MRU,0.08,19.39%
855,54,MRU,0.08,19.39%
1800,55,MRU,0.08,19.38%
4080,51,MRU,0.08,19.38%
10380,104,MRU,0.08,19.38%
5290,116,MRU,0.08,19.37%
5983,49,MRU,0.08,19.37%
3935,100,MRU,0.08,19.37%
9464,91,MRU,0.00,19.38%
2480,89,MRU,0.00,19.39%
7242,70,MRU,0.08,19.39%
5582,67,MRU,0.00,19.40%
3292,136,MRU,0.08,19.40%
4940,134,MRU,0.08,19.40%
5097,178,MRU,0.08,19.39%
5807,111,MRU,0.00,19.41%
7204,163,MRU,0.08,19.41%
10909,130,MRU,0.08,19.40%
8323,65,MRU,0.00,19.42%
12081,68,MRU,0.08,19.41%
4676,59,MRU,0.08,19.41%
729,33,MRU,0.08,19.41%
2068,125,MRU,0.08,19.40%
4075,157,MRU,0.08,19.40%
2248,45,MRU,0.08,19.40%
3386,35,MRU,0.00,19.41%
1397,34,MRU,0.08,19.41%
1321,101,MRU,0.08,19.40%
7056,31,MRU,0.08,19.40%
2700,115,MRU,0.00,19.41%
10036,135,MRU,0.00,19.43%
5809,49,MRU,0.08,19.42%
10406,179,MRU,0.08,19.42%
8384,34,MRU,0.08,19.42%
119,33,MRU,0.08,19.41%
2184,32,MRU,0.00,19.43%
7169,75,MRU,0.08,19.42%
334,68,MRU,0.08,19.42%
10684,47,MRU,0.08,19.42%
8689,47,MRU,0.08,19.41%
10487,55,MRU,0.08,19.41%
12714,32,MRU,0.00,19.43%
6634,93,MRU,0.00,19.44%
11759,81,MRU,0.00,19.45%
4594,59,MRU,0.00,19.47%
9376,122,MRU,0.08,19.46%
2865,27,MRU,0.00,19.48%
11495,86,MRU,0.00,19.49%
9349,60,MRU,0.08,19.49%
1389,127,MRU,0.00,19.50%
11330,130,MRU,0.08,19.50%
5587,111,MRU,0.00,19.51%
2782,115,MRU,0.00,19.53%
754,64,MRU,0.08,19.52%
3165,79,MRU,0.08,19.52%
12882,125,MRU,0.00,19.54%
1391,114,MRU,0.08,19.53%
12095,94,MRU,0.08,19.53%
10607,55,MRU,0.00,19.54%
3525,118,MRU,0.08,19.54%
3519,79,MRU,0.08,19.54%
3425,56,MRU,0.08,19.53%
9751,122,MRU,0.08,19.53%
995,23,MRU,0.00,19.54%
12987,200,MRU,0.00,19.56%
9868,135,MRU,0.00,19.57%
827,41,MRU,0.00,19.58%
8317,52,MRU,0.00,19.60%
9525,78,MRU,0.00,19.61%
8781,140,MRU,0.08,19.61%
3513,56,MRU,0.00,19.62%
10923,55,MRU,0.00,19.64%
9873,135,MRU,0.00,19.65%
4835,20,MRU,0.08,19.65%
8215,39,MRU,0.00,19.66%
11159,42,MRU,0.00,19.68%
4806,59,MRU,0.08,19.67%
8231,52,MRU,0.08,19.67%
3697,38,MRU,0.08,19.67%
377,63,MRU,0.08,19.66%
11217,99,MRU,0.08,19.66%
6273,62,MRU,0.08,19.66%
12372,125,MRU,0.08,19.65%
11555,143,MRU,0.08,19.65%
10739,73,MRU,0.08,19.65%
9645,166,MRU,0.08,19.64%
11307,112,MRU,0.00,19.66%
7197,70,MRU,0.00,19.67%
1796,117,MRU,0.08,19.67%
11102,68,MRU,0.08,19.66%
3215,167,MRU,0.00,19.68%
6904,44,MRU,0.00,19.69%
797,121,MRU,0.08,19.69%
6592,93,MRU,0.08,19.68%
5913,80,MRU,0.08,19.68%
9969,91,MRU,0.08,19.68%
3777,131,MRU,0.08,19.67%
6382,75,MRU,0.08,19.67%
673,64,MRU,0.08,19.67%
9193,91,MRU,0.08,19.66%
5672,36,MRU,0.00,19.68%
5777,142,MRU,0.08,19.67%
5805,142,MRU,0.08,19.67%
1236,26,MRU,0.00,19.68%
4259,126,MRU,0.00,19.70%
8335,114,MRU,0.08,19.70%
2039,63,MRU,0.00,19.71%
9913,47,MRU,0.08,19.71%
3622,69,MRU,0.08,19.70%
671,95,MRU,0.08,19.70%
10353,104,MRU,0.00,19.71%
10151,148,MRU,0.08,19.71%
9334,34,MRU,0.00,19.72%
6772,36,MRU,0.00,19.74%
2390,120,MRU,0.08,19.73%
11225,37,MRU,0.08,19.73%
6679,93,MRU,0.08,19.73%
8048,70,MRU,0.08,19.72%
5267,41,MRU,0.08,19.72%
4969,72,MRU,0.00,19.73%
4087,157,MRU,0.08,19.73%
8115,114,MRU,0.08,19.73%
11334,130,MRU,0.08,19.72%
1658,91,MRU,0.08,19.72%
11504,55,MRU,0.00,19.73%
5273,147,MRU,0.00,19.75%
5743,80,MRU,0.08,19.74%
2522,40,MRU,0.09,19.74%
390,120,MRU,0.08,19.74%
7024,57,MRU,0.00,19.75%
1152,26,MRU,0.08,19.75%
10969,42,MRU,0.08,19.74%
6080,111,MRU,0.08,19.74%
9,19,MRU,0.00,19.76%
10122,42,MRU,0.00,19.77%
7309,132,MRU,0.08,19.77%
8174,158,MRU,0.00,19.78%
7973,52,MRU,0.00,19.79%
12320,37,MRU,0.08,19.79%
3795,69,MRU,0.08,19.79%
12438,125,MRU,0.08,19.78%
11221,86,MRU,0.08,19.78%
5695,173,MRU,0.08,19.78%
3341,136,MRU,0.08,19.77%
1747,148,MRU,0.08,19.77%
6806,62,MRU,0.00,19.78%
3117,61,MRU,0.08,19.78%
5961,49,MRU,0.08,19.78%
2667,45,MRU,0.00,19.79%
917,36,MRU,0.08,19.79%
7137,49,MRU,0.08,19.78%
2744,128,MRU,0.08,19.78%
11084,68,MRU,0.00,19.79%
6282,124,MRU,0.00,19.81%
6508,75,MRU,0.00,19.82%
9568,122,MRU,0.08,19.82%
10132,34,MRU,0.08,19.81%
9400,122,MRU,0.08,19.81%
10727,99,MRU,0.00,19.82%
7190,70,MRU,0.08,19.82%
30,18,MRU,0.08,19.82%
5517,129,MRU,0.08,19.81%
988,49,MRU,0.00,19.83%
5699,67,MRU,0.08,19.83%
5687,173,MRU,0.08,19.82%
177,31,MRU,0.08,19.82%
2075,94,MRU,0.08,19.81%
9218,47,MRU,0.00,19.83%
4589,59,MRU,0.08,19.83%
702,82,MRU,0.00,19.84%
12765,76,MRU,0.08,19.84%
1402,83,MRU,0.08,19.83%
4592,46,MRU,0.08,19.83%
6223,36,MRU,0.00,19.84%
2978,48,MRU,0.00,19.86%
2462,71,MRU,0.08,19.85%
1864,86,MRU,0.08,19.85%
11415,29,MRU,0.08,19.85%
3907,38,MRU,0.08,19.84%
11020,161,MRU,0.00,19.86%
10875,117,MRU,0.09,19.85%
6649,168,MRU,0.08,19.85%
5758,129,MRU,0.00,19.86%
8234,127,MRU,0.08,19.86%
552,17,MRU,0.08,19.86%
11274,86,MRU,0.08,19.85%
4939,134,MRU,0.00,19.87%
10791,161,MRU,0.00,19.88%
11047,68,MRU,0.08,19.88%
7087,57,MRU,0.08,19.87%
12130,24,MRU,0.08,19.87%
2474,27,MRU,0.00,19.88%
3938,25,MRU,0.00,19.90%
11504,55,MRU,0.00,19.91%
11436,81,MRU,0.08,19.91%
11898,99,MRU,0.00,19.92%
8859,78,MRU,0.08,19.92%
4390,139,MRU,0.00,19.93%
6924,150,MRU,0.08,19.93%
9698,21,MRU,0.08,19.93%
10422,135,MRU,0.00,19.94%
9917,47,MRU,0.08,19.94%
11599,205,MRU,0.08,19.93%
9076,65,MRU,0.08,19.93%
8503,83,MRU,0.08,19.93%
10101,42,MRU,0.08,19.92%
2443,45,MRU,0.08,19.92%
8176,65,MRU,0.08,19.91%
9934,166,MRU,0.00,19.93%
2321,32,MRU,0.08,19.93%
193,119,MRU,0.08,19.92%
12959,107,MRU,0.08,19.92%
12955,107,MRU,0.00,19.93%
9643,166,MRU,0.08,19.93%
2843,172,MRU,0.08,19.93%
6579,137,MRU,0.08,19.92%
11969,50,MRU,0.08,19.92%
4608,28,MRU,0.08,19.92%
9424,122,MRU,0.08,19.91%
7904,52,MRU,0.00,19.93%
192,13,MRU,0.08,19.92%
678,51,MRU,0.08,19.92%
7785,220,MRU,0.08,19.92%
4168,126,MRU,0.08,19.91%
10158,179,MRU,0.08,19.91%
10032,135,MRU,0.00,19.92%
7196,70,MRU,0.00,19.94%
1038,62,MRU,0.08,19.93%
1983,50,MRU,0.08,19.93%
5011,90,MRU,0.00,19.94%
12211,112,MRU,0.08,19.94%
9758,135,MRU,0.08,19.94%
2137,63,MRU,0.00,19.95%
12114,187,MRU,0.00,19.96%
12864,24,MRU,0.08,19.96%
9652,73,MRU,0.08,19.96%
5206,103,MRU,0.00,19.97%
11865,73,MRU,0.00,19.98%
3228,74,MRU,0.00,20.00%
3430,30,MRU,0.00,20.01%
7153,75,MRU,0.00,20.02%
7199,163,MRU,0.00,20.04%
10911,192,MRU,0.08,20.03%
11724,37,MRU,0.08,20.03%
1093,31,MRU,0.08,20.03%
12047,42,MRU,0.08,20.02%
3465,149,MRU,0.08,20.02%
1717,104,MRU,0.00,20.03%
12630,63,MRU,0.08,20.03%
7078,57,MRU,0.08,20.03%
12255,63,MRU,0.00,20.04%
7738,145,MRU,0.08,20.04%
7762,145,MRU,0.00,20.05%
168,10,MRU,0.08,20.05%
8221,39,MRU,0.08,20.04%
4844,72,MRU,0.08,20.04%
10684,47,MRU,0.00,20.05%
4320,46,MRU,0.08,20.05%
5651,85,MRU,0.08,20.05%
3134,61,MRU,0.08,20.04%
9043,184,MRU,0.08,20.04%
4932,134,MRU,0.08,20.04%
12475,200,MRU,0.08,20.03%
3662,69,MRU,0.00,20.05%
7660,176,MRU,0.08,20.04%
5367,72,MRU,0.08,20.04%
12642,156,MRU,0.08,20.04%
3850,51,MRU,0.00,20.05%
2928,97,MRU,0.08,20.05%
6265,85,MRU,0.08,20.04%
460,35,MRU,0.08,20.04%
4715,103,MRU,0.00,20.05%
11663,50,MRU,0.08,20.05%
11640,143,MRU,0.00,20.06%
8214,39,MRU,0.00,20.08%
8567,127,MRU,0.00,20.09%
3835,131,MRU,0.00,20.10%
11614,112,MRU,0.08,20.10%
3634,69,MRU,0.00,20.11%
5076,41,MRU,0.08,20.11%
1096,93,MRU,0.08,20.11%
2282,107,MRU,0.08,20.10%
10198,117,MRU,0.08,20.10%
8901,140,MRU,0.08,20.10%
9724,166,MRU,0.08,20.09%
10621,55,MRU,0.00,20.11%
7476,88,MRU,0.08,20.10%
12516,112,MRU,0.00,20.12%
6377,80,MRU,0.08,20.11%
11540,50,MRU,0.00,20.13%
203,39,MRU,0.08,20.12%
272,16,MRU,0.08,20.12%
10253,55,MRU,0.08,20.12%
9029,39,MRU,0.08,20.11%
1132,62,MRU,0.08,20.11%
2193,138,MRU,0.08,20.11%
7202,119,MRU,0.08,20.10%
153,36,MRU,0.00,20.12%
11987,81,MRU,0.08,20.11%
756,108,MRU,0.00,20.13%
7625,83,MRU,0.00,20.14%
7249,70,MRU,0.08,20.14%
12233,125,MRU,0.08,20.13%
3343,43,MRU,0.00,20.15%
7537,132,MRU,0.08,20.14%
4341,46,MRU,0.00,20.16%
12603,63,MRU,0.09,20.15%
1442,47,MRU,0.08,20.15%
149,23,MRU,0.00,20.16%
4277,25,MRU,0.08,20.16%
10386,86,MRU,0.00,20.17%
2278,58,MRU,0.00,20.19%
9054,39,MRU,0.08,20.18%
7743,114,MRU,0.00,20.20%
8248,39,MRU,0.00,20.21%
12030,156,MRU,0.08,20.21%
9229,153,MRU,0.08,20.20%
3189,123,MRU,0.08,20.20%
8826,47,MRU,0.08,20.20%
2660,53,MRU,0.00,20.21%
9882,135,MRU,0.08,20.21%
2063,37,MRU,0.08,20.20%
7528,132,MRU,0.08,20.20%
1042,124,MRU,0.08,20.20%
5286,103,MRU,0.08,20.19%
1346,65,MRU,0.08,20.19%
2441,71,MRU,0.08,20.19%
9903,73,MRU,0.08,20.18%
6375,199,MRU,0.08,20.18%
1124,44,MRU,0.08,20.18%
5242,147,MRU,0.00,20.19%
9460,60,MRU,0.08,20.19%
605,17,MRU,0.08,20.18%
6308,93,MRU,0.08,20.18%
11470,174,MRU,0.08,20.18%
10284,55,MRU,0.00,20.19%
1346,65,MRU,0.00,20.20%
6750,137,MRU,0.00,20.22%
10132,34,MRU,0.00,20.23%
12859,169,MRU,0.08,20.23%
4352,20,MRU,0.08,20.22%
2578,146,MRU,0.08,20.22%
1190,75,MRU,0.00,20.23%
8894,184,MRU,0.08,20.23%
4973,72,MRU,0.08,20.23%
3874,51,MRU,0.08,20.22%
6665,93,MRU,0.00,20.24%
5651,85,MRU,0.00,20.25%
2284,32,MRU,0.00,20.26%
369,19,MRU,0.08,20.26%
11192,68,MRU,0.00,20.27%
7618,176,MRU,0.08,20.27%
361,45,MRU,0.08,20.27%
2698,115,MRU,0.08,20.26%
10884,68,MRU,0.08,20.26%
8489,65,MRU,0.00,20.27%
9340,91,MRU,0.00,20.29%
3442,56,MRU,0.08,20.28%
984,49,MRU,0.00,20.30%
2957,22,MRU,0.08,20.29%
9325,109,MRU,0.08,20.29%
158,36,MRU,0.08,20.29%
3355,92,MRU,0.08,20.28%
5414,41,MRU,0.00,20.30%
2147,24,MRU,0.00,20.31%
11507,130,MRU,0.00,20.32%
11715,143,MRU,0.08,20.32%
1262,39,MRU,0.00,20.33%
9941,91,MRU,0.00,20.34%
958,54,MRU,0.00,20.36%
7466,88,MRU,0.00,20.37%
7431,70,MRU,0.08,20.37%
4053,113,MRU,0.00,20.38%
8926,47,MRU,0.00,20.39%
2144,32,MRU,0.00,20.41%
7220,57,MRU,0.08,20.40%
6145,49,MRU,0.00,20.42%
2816,22,MRU,0.08,20.41%
12913,24,MRU,0.08,20.41%
9005,39,MRU,0.08,20.41%
2085,125,MRU,0.08,20.40%
12831,76,MRU,0.00,20.42%
6861,31,MRU,0.08,20.41%
7557,83,MRU,0.08,20.41%
12189,63,MRU,0.08,20.41%
779,59,MRU,0.08,20.40%
10099,86,MRU,0.08,20.40%
7182,150,MRU,0.00,20.41%
12348,112,MRU,0.08,20.41%
6400,31,MRU,0.00,20.42%
9338,34,MRU,0.08,20.42%
12882,125,MRU,0.00,20.43%
10569,55,MRU,0.08,20.43%
4779,77,MRU,0.08,20.43%
912,36,MRU,0.08,20.42%
4378,33,MRU,0.00,20.44%
1182,57,MRU,0.08,20.43%
7846,176,MRU,0.08,20.43%
12441,138,MRU,0.00,20.44%
12806,169,MRU,0.08,20.44%
3705,162,MRU,0.08,20.44%
12233,125,MRU,0.00,20.45%
2494,133,MRU,0.08,20.44%
10750,99,MRU,0.00,20.46%
1763,117,MRU,0.00,20.47%
6705,44,MRU,0.00,20.48%
621,87,MRU,0.00,20.50%
8875,96,MRU,0.08,20.49%
8603,171,MRU,0.00,20.51%
3442,56,MRU,0.00,20.52%
12277,63,MRU,0.08,20.52%
5091,41,MRU,0.08,20.51%
8342,127,MRU,0.08,20.51%
1866,86,MRU,0.08,20.51%
1529,60,MRU,0.08,20.50%
12095,94,MRU,0.00,20.52%
12396,138,MRU,0.08,20.51%
12630,63,MRU,0.00,20.53%
1988,24,MRU,0.08,20.52%
2775,66,MRU,0.08,20.52%
6105,111,MRU,0.00,20.53%
1893,37,MRU,0.08,20.53%
7192,119,MRU,0.08,20.53%
7954,145,MRU,0.08,20.52%
12220,94,MRU,0.08,20.52%
4285,170,MRU,0.00,20.53%
3037,61,MRU,0.08,20.53%
7290,44,MRU,0.00,20.54%
10841,130,MRU,0.00,20.55%
11994,50,MRU,0.00,20.57%
7179,119,MRU,0.08,20.56%
1416,34,MRU,0.08,20.56%
3160,79,MRU,0.00,20.57%
11006,174,MRU,0.00,20.59%
663,25,MRU,0.08,20.58%
2004,112,MRU,0.08,20.58%
8957,140,MRU,0.08,20.58%
6016,111,MRU,0.00,20.59%
7243,57,MRU,0.00,20.60%
6342,80,MRU,0.00,20.62%
2138,24,MRU,0.00,20.63%
12709,55,MRU,0.00,20.64%
10745,55,MRU,0.00,20.65%
4693,121,MRU,0.08,20.65%
9742,47,MRU,0.08,20.65%
3975,51,MRU,0.00,20.66%
4919,103,MRU,0.00,20.67%
777,33,MRU,0.00,20.69%
2402,58,MRU,0.00,20.70%
3795,69,MRU,0.00,20.71%
295,55,MRU,0.08,20.71%
413,89,MRU,0.00,20.72%
12291,50,MRU,0.08,20.72%
9776,42,MRU,0.00,20.73%
919,129,MRU,0.00,20.74%
7516,88,MRU,0.08,20.74%
11385,130,MRU,0.08,20.74%
1332,114,MRU,0.00,20.75%
4884,41,MRU,0.00,20.76%
12918,76,MRU,0.00,20.78%
5692,67,MRU,0.00,20.79%
4306,77,MRU,0.00,20.80%
2321,32,MRU,0.00,20.82%
7901,39,MRU,0.08,20.81%
3056,48,MRU,0.08,20.81%
11409,81,MRU,0.00,20.82%
2819,84,MRU,0.08,20.82%
3355,92,MRU,0.00,20.83%
6779,88,MRU,0.08,20.83%
9287,166,MRU,0.08,20.82%
9982,73,MRU,0.00,20.84%
12968,32,MRU,0.08,20.83%
5097,178,MRU,0.00,20.85%
5404,160,MRU,0.08,20.84%
7037,150,MRU,0.08,20.84%
4932,134,MRU,0.00,20.85%
9830,135,MRU,0.08,20.85%
3725,38,MRU,0.08,20.85%
1074,23,MRU,0.08,20.84%
10981,42,MRU,0.08,20.84%
11348,37,MRU,0.08,20.84%
3248,43,MRU,0.08,20.83%
4351,77,MRU,0.08,20.83%
4637,59,MRU,0.08,20.83%
2284,32,MRU,0.00,20.84%
10338,55,MRU,0.08,20.84%
7206,163,MRU,0.08,20.83%
8593,26,MRU,0.08,20.83%
11986,81,MRU,0.08,20.83%
10266,55,MRU,0.00,20.84%
8613,78,MRU,0.08,20.83%
4817,121,MRU,0.08,20.83%
12908,107,MRU,0.00,20.84%
11340,81,MRU,0.08,20.84%
10000,29,MRU,0.08,20.84%
11750,55,MRU,0.00,20.85%
5535,129,MRU,0.08,20.85%
8586,26,MRU,0.08,20.84%
6524,137,MRU,0.00,20.86%
10741,99,MRU,0.00,20.87%
10852,161,MRU,0.08,20.87%
4030,95,MRU,0.08,20.86%
2968,48,MRU,0.00,20.88%
11873,99,MRU,0.08,20.87%
12120,143,MRU,0.08,20.87%
4857,165,MRU,0.08,20.87%
10302,91,MRU,0.08,20.86%
10606,148,MRU,0.08,20.86%
11267,60,MRU,0.09,20.85%
90,17,MRU,0.08,20.85%
